Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,latitude,longtitude,altitude,utm_easting,utm_northing,zone,letter
1695863881.2675877,472,152532,0,GPS1_Frame,42.33710333333333,71.08641866666667,89.6,671880.8378631086,4689313.713682997,42,T
1695863889.2757213,473,152533,0,GPS1_Frame,42.33710083333334,71.08641416666666,90.6,671880.4739453581,4689313.426980893,42,T
1695863897.285353,474,152534,0,GPS1_Frame,42.33709916666667,71.08641083333333,91.5,671880.2038720966,4689313.235172375,42,T
1695863905.2970448,475,152535,0,GPS1_Frame,42.3371005,71.08641033333333,91.8,671880.159047274,4689313.382218168,42,T
1695863913.3084273,476,152536,0,GPS1_Frame,42.33709983333333,71.08640933333332,92.4,671880.0784793787,4689313.306168556,42,T
1695863921.3194718,477,152537,0,GPS1_Frame,42.33710016666667,71.08640583333334,93.5,671879.7892263549,4689313.336107881,42,T
1695863929.3287466,478,152538,0,GPS1_Frame,42.33709666666667,71.08639633333334,96.1,671879.0161118221,4689312.9282566635,42,T
1695863937.3401647,479,152539,0,GPS1_Frame,42.33709316666667,71.08638616666667,99.1,671878.1880743664,4689312.519057968,42,T
1695863945.3488705,480,152540,0,GPS1_Frame,42.337089500000005,71.086375,102.3,671877.2781066424,4689312.089330977,42,T
1695863953.3561158,481,152541,0,GPS1_Frame,42.33708450000001,71.08636316666666,105.8,671876.3168485874,4689311.510200074,42,T
1695863961.3679805,482,152542,0,GPS1_Frame,42.337080833333324,71.0863525,108.9,671875.4480727596,4689311.081483986,42,T
1695863969.3790069,483,152543,0,GPS1_Frame,42.337074,71.08634,112.9,671874.4368863651,4689310.297428152,42,T
1695863977.3887515,484,152544,0,GPS1_Frame,42.33706816666666,71.0863275,116.4,671873.4229753318,4689309.624414824,42,T
1695863985.3984907,485,152545,0,GPS1_Frame,42.33706266666666,71.08631516666667,119.8,671872.4218866865,4689308.988752652,42,T
1695863993.4098167,486,152546,0,GPS1_Frame,42.33705916666666,71.08630433333333,122.5,671871.5389255425,4689308.578207251,42,T
1695864001.4201548,487,152547,0,GPS1_Frame,42.33705533333333,71.08629383333333,124.7,671870.684333856,4689308.131321598,42,T
1695864009.4315226,488,152548,0,GPS1_Frame,42.3370525,71.08628300000001,127.0,671869.7995562723,4689307.794804659,42,T
1695864017.4413333,489,152549,0,GPS1_Frame,42.33705033333334,71.086274,129.0,671869.0640002762,4689307.5360216815,42,T
1695864025.452099,490,152550,0,GPS1_Frame,42.33704983333334,71.08626516666666,130.4,671868.3376343936,4689307.462646251,42,T
1695864033.4614925,491,152551,0,GPS1_Frame,42.337050166666664,71.08625533333334,131.9,671867.5266139235,4689307.479784971,42,T
1695864041.4723883,492,152552,0,GPS1_Frame,42.33705383333333,71.08624933333334,132.4,671867.0223189297,4689307.874812969,42,T
1695864049.48129,493,152553,0,GPS1_Frame,42.33705716666667,71.08624216666666,133.3,671866.4228170798,4689308.230468805,42,T
1695864057.491955,494,152554,0,GPS1_Frame,42.337060666666666,71.08623466666667,134.0,671865.7953998101,4689308.603958017,42,T
1695864065.5010164,495,152555,0,GPS1_Frame,42.33706383333333,71.08622833333334,134.7,671865.2650057103,4689308.942791224,42,T
